2.11676,4.47661
-2.11946,8.39070
-3.07222,2.09530
-1.59625,8.61859
-2.37209,7.97319
0.08848,2.32299
-0.64283,7.47701
0.38239,3.72648
2.81445,3.31970
-2.00222,8.17472
0.12440,8.42806
1.64828,3.68351
-2.78378,8.00948
1.80066,0.41770
1.36501,0.61248
-1.48117,2.77057
-2.80157,3.62504
0.19616,0.90411
1.79659,5.66374
-0.72184,4.69107
-2.08226,4.77342
0.64971,4.29558
2.46120,2.17990
0.11372,-0.29307
-3.09482,8.07784
0.37762,3.18789
-1.16555,2.01420
-0.35493,3.01791
-2.00556,2.68442
1.76145,2.28006
0.89127,1.32849
-1.59077,2.80309
1.81206,0.76040
-2.07993,2.29460
1.95231,2.74685
0.00269,8.71286
2.19088,3.91103
1.25187,5.73884
-1.53656,8.94338
-3.63475,2.07285
-0.01783,8.85506
0.04369,8.21560
4.04759,1.09587
0.20197,4.03440
-0.66528,3.41376
3.03714,0.93687
-0.70200,1.65380
1.36526,3.54175
1.01741,0.65181
0.38746,4.13763
-2.81690,4.88197
-0.08197,3.09082
2.77489,1.22834
-0.38804,3.32292
0.88040,4.69922
2.10283,1.77854
-0.44352,1.73354
-2.23481,4.25488
-1.16964,3.52626
-0.24763,8.36268
0.83385,0.84657
-1.43805,3.27282
1.76130,4.53079
1.18557,-0.26555
-0.09084,3.12679
-1.33778,3.07064
2.28647,4.39522
0.52272,3.31216
-1.24428,8.79197
2.01836,2.13173
1.73331,-0.82632
-0.56189,7.04739
-1.39294,9.59963
-1.36002,8.46522
1.86867,-1.19128
-1.88389,6.37816
-0.54899,3.86442
0.74599,0.49753
2.96589,-1.18182
0.72707,1.08850
1.19722,1.36373
-2.73024,7.73098
0.95382,1.54529
-0.95781,9.16101
-2.83771,4.65366
1.37716,4.29413
0.84040,3.70702
0.12475,4.72597
2.49025,1.42257
1.21727,3.33147
1.11635,2.11000
1.56012,1.50827
-1.88751,8.43592
-1.34313,8.35648
-1.58975,8.95047
-0.25188,8.36751
1.13274,1.82099
1.78601,5.38372
3.24196,0.03633
3.31700,0.66209
2.09766,1.12845
-0.32635,8.17653
-2.96305,2.55810
2.56904,4.04521
-2.63279,3.04889
-0.35555,5.95648
-0.86191,4.95682
-1.90623,4.39285
3.27907,0.04644
-1.94583,2.62092
-0.51573,8.51184
0.07061,3.69102
1.11218,2.50026
-2.29981,7.31732
0.25410,1.14808
-2.25719,2.19403
2.54636,0.53227
1.82855,2.17938
-2.05376,1.50201
-1.39449,3.52708
-0.97138,1.45304
0.60557,3.35817
-0.52057,8.86573
1.42831,1.80620
0.65801,0.84650
2.13782,2.30386
-2.48795,3.65818
1.63576,1.60927
2.28494,4.27799
-2.57528,4.47146
-1.78481,3.37937
1.08299,3.39191
1.48005,6.21413
-0.00563,2.94071
0.76003,1.12098
1.20185,5.69293
1.97740,2.60149
-1.03355,2.18091
1.35513,3.12517
-1.81337,8.29121
2.71514,5.29818
-1.21504,2.22200
2.01543,0.18768
-1.10597,7.75759
-3.38877,3.07308
2.49705,-0.18530
0.73944,9.17985
-1.43808,6.26631
2.19055,-0.15511
-1.91065,6.68832
-2.43536,1.87001
0.30694,5.10977
1.86578,5.84472
2.49254,-0.20568
0.66710,3.93537
1.91191,-0.28871
-1.60674,3.16941
-1.05186,8.82710
1.28900,2.36281
-0.78691,8.71812
4.18198,1.00526
-0.76628,8.38478
0.16989,8.50604
-1.07477,5.50269
1.83419,5.44489
1.53641,2.21547
3.58185,1.26711
-1.67284,8.31143
1.19655,2.11516
-0.69299,2.52670
2.26438,0.97417
0.01984,4.55584
2.73207,0.07411
1.45317,4.45224
2.74777,0.12390
-1.07974,8.21686
-0.31476,2.26720
-0.99125,8.87125
0.25667,3.49079
-2.29090,7.98002
-3.00975,7.27667
-1.52478,7.31272
-0.97780,8.94086
-1.12749,8.27184
1.53182,4.74331
-1.87677,7.26312
2.11286,5.01231
2.23843,1.54340
-2.68335,10.84052
0.09419,9.20109
0.81896,4.58003
1.74896,2.64219
2.68596,1.21477
-0.59534,3.30801
-0.71389,2.48536
2.42337,0.55211
0.91850,8.35522
2.87040,-0.20681
1.37345,4.43252
0.46534,5.07852
0.61320,1.05835
1.07225,-0.34835
-3.60206,3.40534
0.09268,6.10469
-2.38164,7.99276
2.27690,0.67717
-1.96883,7.33306
-0.02977,3.48224
-0.53557,2.43685
-1.11810,10.09531
3.42750,4.09258
1.37757,0.39220
0.10161,3.61939
-0.95864,3.42725
0.59262,1.32926
-1.88384,2.58835
1.33903,1.29154
-1.18129,10.57194
-1.99913,2.61928
1.33410,2.13678
-1.53855,1.96304
-0.92175,8.14625
-2.05625,1.99448
2.12739,1.18887
-4.20690,8.46035
-1.87394,8.49182
1.07186,2.27844
0.28524,3.79650
-0.96209,4.49495
-1.48996,8.30178
-0.25042,1.47857
0.23260,4.14478
-1.32951,4.29173
0.71412,2.31770
0.50291,4.10022
0.54668,1.17539
-1.45168,1.40758
-2.94445,2.54434
3.29919,0.54094
2.42722,3.73801
-1.53258,7.95637
0.78865,2.48422
3.25847,0.40556
1.56054,-0.77486
1.55656,-0.79851
-2.25465,7.37477
-3.04490,9.05510
0.91453,3.85695
-1.07093,1.17215
-2.06251,7.62222
1.30077,1.77199
0.84257,5.38153
2.15939,5.02268
-1.02661,4.15472
-1.21261,7.30558
1.14020,4.40011
-2.08963,7.60083
-0.57481,9.68471
0.48439,7.93270
1.35220,3.39019
-0.09775,4.53212
-1.59690,7.24800
-1.72084,7.91478
0.35893,4.82528
1.02726,1.87318
-3.21520,3.21926
-2.44810,8.87917
0.21391,2.85685
-1.46599,2.44932
-1.63589,2.61204
0.16971,3.12966
0.36797,1.70985
-2.70737,2.72080
2.63249,-0.14473
1.99576,5.94660
2.93185,0.86942
-1.60337,6.56633
1.98177,1.96730
2.89643,-0.22116
1.31637,3.12193
-3.11413,3.69686
-1.23501,3.38293
-2.25778,6.44299
1.86231,0.85252
1.91510,1.58751
-1.73044,7.82410
-1.97149,2.63278
0.32441,2.52904
0.76177,5.96683
1.32325,4.55582
1.61960,0.16382
2.41503,1.05794
0.81168,4.71840
1.15257,-0.50349
0.10741,4.96018
0.28722,3.75570
-0.78975,6.47916
2.58758,0.09764
-0.48043,8.37446
-1.96116,2.06948
-1.98167,2.31062
-0.99703,1.47650
1.52613,4.30469
-2.47225,3.32977
-0.65445,8.17357
-0.82985,8.30072
0.82027,-0.08621
2.70919,1.45207
-2.27442,2.67442
-1.90950,3.58209
1.42777,2.97787
0.76006,1.67004
-3.59961,3.39923
1.99702,1.50807
1.84071,3.56162
1.65211,0.82009
-3.17350,6.27332
-0.27805,7.40318
-1.58782,8.81991
0.37812,2.78375
-0.40127,1.44081
1.69544,0.71899
-0.01244,6.90207
0.43491,4.39531
1.05218,0.89968
3.49286,2.09510
-2.15797,2.87970
0.10055,0.13881
2.45421,1.78963
0.30445,2.64809
0.16268,5.78027
-1.27893,2.61690
-1.48445,8.07261
-0.64889,8.35856
-0.77680,1.72071
1.40633,0.00349
1.65584,3.88000
-1.15771,7.78670
-0.49889,5.31448
0.13378,4.12917
1.70102,5.71840
2.87416,1.36234
-1.50190,7.32639
-1.07472,7.22885
-1.43556,7.56884
3.22113,1.68254
-1.40705,9.16930
1.59972,5.19446
-1.08475,8.20364
-0.49726,2.77100
-2.67725,1.67968
-2.51623,1.92878
0.68198,1.42559
-0.74745,2.88212
-2.55640,2.61318
1.42544,4.17249
1.78894,4.89105
-0.66405,9.06638
0.52219,4.38974
1.32207,3.49791
-1.50570,8.50245
4.60681,-0.00999
-0.39374,3.46247
-1.36937,3.21204
2.66094,0.44578
-1.21249,6.82997
-2.77863,2.93233
0.88995,0.36022
1.33577,4.15922
0.24902,3.90197
-1.39263,1.81760
2.18382,4.84117
-0.61567,7.61509
2.32820,-0.20128
-1.93855,8.48087
2.25679,1.99304
0.49206,3.97587
2.04190,1.80181
0.56642,3.85045
1.28934,3.44969
-2.59922,7.94662
1.02357,4.54341
-1.73475,3.53435
1.25023,2.97741
-1.50412,6.44108
-2.51777,6.19325
-2.96040,8.30409
1.26452,0.98064
-1.11575,0.79642
-2.44283,1.87151
4.68827,0.02381
2.95743,0.91554
1.43238,0.75757
1.39120,0.78138
1.75129,4.73662
1.50666,4.87175
-1.68980,8.31137
-0.33306,7.32429
-2.39802,3.12199
-1.65548,6.55888
-0.38727,3.44526
-1.37432,9.04553
0.06897,4.35573
-1.31063,2.66042
-2.04399,4.30651
1.93800,0.35372
3.14004,0.91328
-1.18118,2.44960
-1.26791,7.95266
-1.34121,1.61207
2.02131,0.48575
1.90362,0.63878
-0.71986,5.03397
-1.17165,3.36957
0.74810,3.41345
2.03423,4.90901
2.04208,1.21673
-1.01039,3.07985
-1.09376,9.13803
1.07861,4.07969
-3.26810,3.59420
0.04151,7.69363
1.21496,-0.11387
1.37225,6.11529
1.92143,-0.33389
1.10732,3.42469
-0.40934,6.92087
-1.33192,2.70151
2.40691,1.67192
-1.69683,9.27623
-1.82534,9.67442
0.76570,8.35361
-1.11327,7.22316
3.15800,0.15009
-1.38680,4.05552
-1.52911,7.88672
2.37524,0.85834
2.66217,1.74785
0.94818,1.67062
2.32431,5.21149
1.99101,5.74409
1.90283,4.86187
-1.57193,8.11521
2.67031,1.02723
-0.39827,8.12336
-1.60546,3.13557
-0.06720,7.40597
-1.18281,6.77908
-1.18053,6.90870
1.38847,1.56371
1.09215,0.83248
-1.59332,2.28515
-2.14386,8.33725
2.46305,4.34657
1.86256,4.24853
-0.81582,8.72552
3.09238,1.69492
1.20122,3.97549
-0.41140,6.39863
1.42719,0.96443
-0.72760,1.64923
1.87076,0.90425
-2.69745,7.74715
3.20461,0.46087
2.72230,0.62640
1.45707,-0.00595
4.67045,1.80659
-0.59408,7.93641
1.33264,5.01036
-1.23686,6.74772
1.42741,4.90395
2.20114,4.36864
1.13863,4.29350
-2.32319,3.10957
-2.78810,5.73423
-1.14022,4.09923
-1.66056,1.95776
-1.41933,9.35065
0.55074,0.28580
1.26353,4.30091
-1.01167,8.41935
2.76005,1.37825
0.71714,10.01333
-0.31659,4.57084
2.33668,2.13564
2.19766,4.11095
-0.68098,8.48992
-2.83772,3.76233
0.49602,5.23989
1.38953,3.22079
0.86086,2.89099
1.29343,4.82383
-1.53572,4.84150
1.42447,5.99997
-1.90090,3.40579
-1.74195,3.59646
1.09607,-0.29338
-2.38910,2.99253
-1.97348,3.54369
1.30827,0.67052
0.96282,5.11926
4.09010,-0.41784
-2.64836,8.82853
-2.53492,8.55227
1.27378,4.34781
1.10809,8.62358
1.08295,1.92895
0.00824,5.08861
2.40951,1.39628
1.74870,1.26557
1.53645,0.11294
1.42876,4.40168
3.09723,3.47150
-1.61732,7.00490
-1.30980,9.69956
-0.84914,2.90741
-1.53914,2.87910
1.82127,3.62819
0.78672,4.73182
0.23125,5.31605
0.58353,0.48436
2.31862,4.50164
-2.10990,4.74406
1.18354,4.61152
-1.99933,2.62581
-2.07724,7.47525
-1.59639,2.62060
-0.40822,8.72417
-0.74238,3.24683
4.18700,2.67742
1.21916,3.90295
-1.20223,4.32549
0.65226,9.34507
1.13576,1.62376
-1.44593,7.44803
4.78949,1.89420
-0.35700,8.31186
0.93733,4.33857
-0.64795,2.86800
2.99515,1.42983
-1.11660,3.06283
1.30685,5.25303
1.26058,4.71919
